tk_key;tk_def;tk_comment;tk_creadat;tk_majdate;tk_majsrc;tk_abddate;tk_abdsrc
usr;Cle utilisateur;Toutes les cles utilisateurs doivent commencer par usr:;2018-06-25 23:18:00;;aleno;;
